zip_2,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,revol_bal,revol_util,mort_acc,credit_history,credit_line_ratio,balance_annual_income,fico_avg_score,installment_amnt_ratio
34,1.2330820476858344,13.230308555399718,5.2166900420757365,23.119477559607294,5.857862903225806,3.7615708274894812,11.001866226617903,1.1061535764375876,2.6668127629733522,18.516463884992987,14862.245880084152,50.865988779803644,1.6789095371669005,5840.204943899018,0.5117651822404554,0.2187421659710703,694.6583537868163,0.03131531296302841
35,1.296061326989162,13.640329103885804,5.106793550092519,22.56436690457309,6.499008723235527,3.941712926249009,11.059453806961791,1.0947660586835846,2.597673803859371,19.744690721649484,15746.60573618821,54.91460745440126,1.9960348929421095,6041.892149088026,0.46218006339419115,0.22040284858964104,696.1917790113666,0.030838805730447692
36,1.281052821344871,13.717789796286281,5.092842978186407,22.467640165855418,6.60077519379845,3.9500630971696413,11.006790812082452,1.0939246439516856,2.6982152514872904,20.378290968090862,14236.0602127276,54.74550387596899,1.807102938525329,6004.146745988823,0.4699619720310196,0.22440248012350894,696.3491977645574,0.031044308828052848
37,1.2782478406486868,13.448655913978495,5.155385157764851,22.795434514366296,6.004406839414772,3.8246959280803807,11.015581190115087,1.1194253481403138,2.467477525118985,19.61601181032963,15380.422087079147,53.70499735589635,2.007315353428521,5893.578265468006,0.47322564164714187,0.22828862491378749,695.716287678477,0.030948161758558374
38,1.2559048705000815,13.36554976380518,5.1609382635608405,22.837921485583973,6.533963186186675,3.893467991529565,11.026522587541553,1.1242873432155074,2.567193353966444,20.08984850952924,14598.554161915621,52.315816908291254,1.7831894445349405,6080.990063528262,0.47445861995239236,0.2243045892527425,695.659472226747,0.03115420957698872
39,1.2592592592592593,13.401052188552189,5.09652076318743,22.51571268237935,6.496071829405163,3.9803591470258137,11.043446989656667,1.1826599326599327,2.638047138047138,20.34104938271605,13976.157126823793,54.29929854096521,1.6618967452300786,6217.151795735129,0.45114731347946424,0.2234132507402777,693.7494388327722,0.031135571395789454
40,1.2807048771804912,13.14125311498754,5.238697045211819,23.252936988252046,6.347276610893556,3.8426486294054825,11.0243702228673,1.0614097543609826,2.4690281238875045,18.99109291562834,15934.589533641865,53.62954788180847,1.9768600925596298,5873.077073691706,0.4705293805899202,0.2195295912442568,698.0768956924172,0.030764311711463058
41,1.3026043819760231,13.479322033898304,5.157503100454734,22.831748656469614,6.381976023150062,3.9355105415460936,11.040360170167885,1.1000413393964448,2.458040512608516,19.768925175692434,15876.396444811906,53.04795369987598,1.9417114510128153,5927.453493178999,0.48307756962459736,0.2217804374262541,696.3489045059943,0.030700337206090417
42,1.274500475737393,13.294705042816366,5.206470028544244,23.074690770694577,6.446479543292103,3.924357754519505,10.952004368726895,1.0775451950523312,2.5466222645099905,19.556936251189345,14400.259752616555,54.24862036156042,2.0271170313986677,5846.378686964796,0.4518329962858879,0.2294274512222582,695.4800190294957,0.03091292882754241
43,1.2746472851646002,13.141460453185122,5.241128687473279,23.257545959811885,6.1852073535699015,3.779307396323215,11.02309817139834,1.0700299273193672,2.5479264643009834,19.222763574176998,15785.304574604532,53.38649850363403,1.6530996152201796,5850.188798631894,0.5016612130780463,0.21784912409979323,697.1462590850791,0.030831897191177123
44,1.2613534508515087,13.153097550044818,5.24521959964147,23.239766955482523,6.421571556617867,3.811323573349268,10.993419864182588,1.0533313414998506,2.530923214819241,19.57391694054377,15708.28092321482,51.62928742157156,1.6088288019121602,6045.982222886167,0.5094102894264237,0.22324598393726908,696.9249701224977,0.030976193562164266
45,1.276301491652672,13.253001086634397,5.218611083670848,23.136026869505088,6.330978958806678,3.838486614639929,11.022907459596713,1.0592709671046132,2.502519016101946,19.29519510026672,15738.571767262669,53.93627975896473,1.8545885607033488,5909.9284796996935,0.5003119796149281,0.22230333428490118,697.1101452138694,0.03086487594760367
